name,city,state,country,workerCount,womenPercentage,engagementProgram,x,y
Compal Information (Kunshan) co. Ltd. ,Kunshan,Jiangsu,China,501-1000,26-50%,NA,120.976,31.387
AGC Kansai (Takasago),Takasago,Hyogo,Japan,101-500,0-25%,NA,134.788,34.774
Epic Garments Manufacturing Ltd ,Narayangonj,Dhaka,Bangladesh,1001+,51-75%,NA,90.517,23.676
Shenzhen PUT MIM Factory,Shenzhen,Guangdong,China,501-1000,51-75%,NA,114.055,22.545
Simmons Pet Food,Pennsauken,New Jersey,United States,101-500,0-25%,NA,-75.058,39.956
Banta Global Turnkey Shenzhen Co Ltd,Shenzhen,Guangdong,China,101-500,76-100%,NA,114.055,22.545
"Shenzhen EverWin Precision Technology Co.,Ltd",Shenzhen,Guangdong,China,1001+,26-50%,NA,114.055,22.545
Siddharth Exports ,Noida,Uttar Pradesh,India,0-100,0-25%,NA,77.355,28.573
Durand Glass Manufacturing,Millville,New Jersey,United States,501-1000,26-50%,NA,-75.039,39.402
"Changzhou Runling Apparel Co., Ltd",Changzhou,Jiangsu,China,101-500,76-100%,NA,119.969,31.813
"Shandong Heishan Glass Group Co., Ltd",Zibo,Shandong,China,501-1000,51-75%,NA,118.044,36.805
Foshan Nanhai World Richman Technology & Innovation Co. Ltd.,Foshan,Guangdong,China,101-500,51-75%,NA,113.115,23.025
"Acrox Technologies Co., Ltd",Dongguan,Guangdong,China,101-500,26-50%,NA,113.747,23.044
"Zoy Home Furnishing Co., Ltd.",Huzhou,Zhejiang,China,501-1000,26-50%,NA,120.085,30.894
Dongguan Vigor Plastics & Electronics Products Company Ltd,Dongguan,Guangdong,China,1001+,51-75%,NA,113.747,23.044
Daishinku Corp. Tottori Production Div.,Minami,Tottori,Japan,101-500,0-25%,NA,134.207,35.422
"Fujian Dong Fang Lie Lang Clothing Weaving Co., Ltd. ",Putian,Fujian,China,1001+,26-50%,NA,119.007,25.434
Lehigh Valley,Easton,Pennsylvania,United States,101-500,26-50%,NA,-75.21,40.692
"Macronix International Co., Ltd. ",Hsin-Chu,Hsin-Chu,Taiwan,101-500,0-25%,NA,114.068,22.546
Vitaquest International LLC ,West Caldwell,New Jersey,United States,101-500,26-50%,NA,-74.302,40.841
Crescent Fashion & Design Limited,Gazipur,Dhaka,Bangladesh,1001+,26-50%,Better Work,90.423,23.998
American Pad & Paper De Mexico S. De R.L. De C.V.,Heroica Matamoros,Tamaulipas,Mexico,501-1000,26-50%,NA,-97.428,25.834
Branch Of Song Hong Garment Joint Stock Company  ,Tam Nong,Phú Thọ,Vietnam,101-500,76-100%,NA,105.23,21.307
Nmk Textile Mills (India) Pvt. Ltd.,Thane,Maharashtra,India,101-500,26-50%,NA,72.97,19.194
"H&Y Technology Co., Ltd.",Dongguan,Guangdong,China,0-100,26-50%,NA,113.747,23.044
IVC  International Vitamin Corporation (Delavau LLC),Philadelphia,Pennsylvania,United States,101-500,0-25%,NA,-75.164,39.953
Nice-Pak Deutschland GmbH,Osterweddingen,Sülzetal,Germany,101-500,26-50%,NA,11.577,52.055
"STMicroelectronics, Inc. (Shenzhen, China)",Shenzhen,Guangdong,China,1001+,0-25%,NA,114.055,22.545
Huizhou Nanxuan Knitting Factory Limited,Huizhou,Guangdong,China,501-1000,51-75%,NA,114.414,23.106
Royal Pet,St. Paul,Minnesota,United States,0-100,51-75%,NA,-93.102,44.95
"Huilin Packing Dongguan Co., Ltd.",Dongguan,Guangdong,China,501-1000,26-50%,NA,111.548,23.521
Nexperia Malaysia Sdn. Bhd.,Seremban,Negeri Sembilan,Malaysia,1001+,51-75%,NA,101.934,2.725
Zhongshan Zen Factory Ltd,Dongguan,Guangdong,China,101-500,51-75%,NA,113.747,23.044
"Electrical Appliance Branch - Zhangzhou Easepal Industrial Co., Ltd",Zhangzhou,Fujian,China,101-500,51-75%,NA,117.409,24.406
"Guangdong Everwin Precision Technology Co.,Ltd (Plastic Branch)",Dongguan,Guangdong,China,101-500,26-50%,NA,113.747,23.044
Dongguan Shengbao Footwear,Dongguan,Guangdong,China,101-500,26-50%,NA,113.747,23.044
Kwun Tong Apparels Ltd,Narayangonj,Dhaka,Bangladesh,1001+,51-75%,"HERhealth, HERfinance ",90.6,23.819
Tops Products Covington,Covington,Georgia,United States,101-500,76-100%,NA,-83.86,33.597
Ensky Technology (HengYang),Hengyang,Hunan,China,1001+,51-75%,NA,112.606,26.902
Asba Products,New Delhi,Delhi,India,0-100,0-25%,NA,77.123,28.626
"Fashion Garments Co., Ltd",Tam Kỳ,Quang Nam,Vietnam,1001+,76-100%,Better Work,108.5,15.576
Ideal Technology Company Limited Dongguan Branch,Dongguan,Guangdong,China,101-500,26-50%,NA,113.747,23.044
Mcpp Netherlands B.V.,Helmond,Noord-Brabant,Netherlands,0-100,26-50%,NA,5.656,51.479
Gaomi Monyuan Home Fashions Ltd,Gaomi,Shandong,China,1001+,51-75%,NA,119.801,36.365
Shanghai Kaihong Electronic Company,Shanghai,Shanghai,China,1001+,51-75%,NA,121.489,31.225
Aztech Communication Device (DG) Ltd,Dongguan,Guangdong,China,501-1000,26-50%,NA,113.747,23.044
